index,customer_city,customer_state,geo_lat,geo_lng,avg_delivery_time,total_payment_value,avg_payment_value,max_payment_value,cnt_payment_value,avg_delivery_time_formatted,delivery_time_days
1325,Floreal,SP,-20.676786336562632,-50.149212613779234,12 days 16:36:30.500000,225.0,112.5,195.0,2,12 days,12
975,Colonia jordaozinho,PR,-25.53495725335863,-51.50634312648354,15 days 13:59:54.500000,1071.03,535.52,817.03,2,15 days,15
3251,Santa maria do suacui,MG,-18.19089686095352,-42.41148579820841,19 days 09:27:28.500000,517.75,258.88,339.48,2,19 days,19
3634,Serro,MG,-18.598363772688757,-43.38864460857634,13 days 06:07:39.500000,876.62,438.31,813.62,2,13 days,13
2849,Planaltina de goias,GO,-15.453750636967458,-47.59978772286097,10 days 05:42:30,131.61,65.81,80.81,2,10 days,10
1257,Espigao,SP,-22.19552228481866,-51.3567411304972,8 days 07:02:56.500000,100.52,50.26,62.69,2,8 days,8
3616,Serra azul de minas,MG,-18.36254674549674,-43.17113698108101,8 days 17:25:43.500000,388.01,194.0,232.27,2,8 days,8
3241,Santa margarida,MG,-20.384335664636883,-42.250975274083686,14 days 14:06:46.500000,400.35,200.18,283.0,2,14 days,14
3401,Sao goncalo do abaete,MG,-18.325070936120266,-45.799697934947936,11 days 21:34:06,216.48,108.24,117.97,2,11 days,11
840,Carnaubais,RN,-5.337733879077279,-36.83630689504175,14 days 15:45:07,429.65,214.82,323.54,2,14 days,14
3234,Santa izabel do oeste,PR,-25.81371424107947,-53.4740523651229,12 days 06:19:58,356.35,178.18,242.02,2,12 days,12
1248,Erval grande,RS,-27.39264336017934,-52.56908602358116,14 days 10:40:31,432.74,216.37,385.74,2,14 days,14
2847,Placas,PA,-3.866943073901409,-54.217563134175556,56 days 08:30:52.500000,318.58,159.29,231.55,2,56 days,56
841,Carnaubal,CE,-4.16476401942149,-40.938723359086154,27 days 07:58:41,265.88,132.94,210.18,2,27 days,27
3611,Seringueiras,RO,-11.778978995181951,-63.03955975028363,22 days 02:15:35,504.64,252.32,453.5,2,22 days,22
1262,Espirito santo do turvo,SP,-22.69511222848384,-49.430369860135634,7 days 14:07:31,268.84,134.42,197.02,2,7 days,7
3610,Sericita,MG,-20.473672496708872,-42.48349775921559,8 days 06:14:47.500000,253.62,126.81,189.06,2,8 days,8
2853,Planura,MG,-20.137976352535798,-48.70215937495428,9 days 00:19:30.500000,151.1,75.55,86.99,2,9 days,9
3606,Senhora de oliveira,MG,-20.795372403796655,-43.34489973497506,21 days 16:57:35.500000,169.94,84.97,145.56,2,21 days,21
843,Carolina,MA,-7.331741136185456,-47.46865088345743,23 days 03:20:28,500.69,250.34,456.64,2,23 days,23
3228,Santa helena de minas,MG,-16.937623665018553,-40.68427534408377,7 days 03:00:40,303.63,151.82,186.95,2,7 days,7
847,Carutapera,MA,-1.204072657270092,-46.02104434904004,16 days 12:55:17,251.23,125.62,153.36,2,16 days,16
2861,Pocoes,BA,-14.52830483612981,-40.367157245915756,15 days 04:29:18.500000,399.2,199.6,230.19,2,15 days,15
1236,Engenheiro passos,RJ,-22.056619499199538,-44.99224961571747,7 days 03:18:21,291.24,145.62,252.09,2,7 days,7
442,Belem do sao francisco,PE,-8.734363100978964,-38.960761918922394,14 days 22:10:49.500000,771.02,385.51,700.89,2,14 days,14
1258,Espigao alto do iguacu,PR,-25.42405400767098,-52.83424961394049,15 days 18:29:27,209.32,104.66,148.22,2,15 days,15
836,Carmopolis,SE,-10.648336110402456,-36.987631225713095,28 days 20:51:22.500000,163.45,81.72,90.25,2,28 days,28
3633,Serrita,PE,-7.945676919846612,-39.296455761113656,31 days 12:01:32,483.72,241.86,297.42,2,31 days,31
799,Caraiba,PE,-7.805111757090515,-37.793539344355686,17 days 01:10:45,487.15,243.58,307.14,2,17 days,17
3631,Serranopolis do iguacu,PR,-25.414255032786436,-54.04109955262888,17 days 09:23:43,305.73,152.86,205.4,2,17 days,17
1299,Fazenda vilanova,RS,-29.58577995078552,-51.829061985160564,9 days 02:22:58,192.21,96.1,152.06,2,9 days,9
3255,Santa monica,PR,-23.137676538673556,-53.104588561395126,8 days 07:21:22.500000,384.83,192.42,291.21000000000004,2,8 days,8
3254,Santa mercedes,SP,-21.352006028898867,-51.75361888280182,11 days 00:59:21,269.57,134.78,200.68,2,11 days,11
825,Carlos chagas,MG,-17.656998028766992,-40.871312653284875,13 days 01:55:57.500000,157.37,78.68,107.37,2,13 days,13
420,Barrolandia,TO,-9.835547680795925,-48.72605594606052,22 days 00:10:34,124.54,62.27,95.77,2,22 days,22
3628,Serrania,MG,-21.53164203269479,-46.119510176159764,16 days 04:44:57.500000,382.17,191.08,207.08,2,16 days,16
658,California,PR,-23.665523235370998,-51.35659668422704,10 days 13:45:30.500000,133.95,66.97,77.57,2,10 days,10
1287,Extremoz,RN,-5.6962590285086545,-35.281779332893365,29 days 23:32:56.500000,160.14,80.07,81.21,2,29 days,29
1280,Euclides da cunha paulista,SP,-22.570621771379255,-52.3908216193817,9 days 16:09:26,186.39,93.2,101.14,2,9 days,9
2835,Piripa,BA,-14.943191650637957,-41.717850447763524,19 days 19:25:44,110.84,55.42,56.78,2,19 days,19
3624,Serra dourada,BA,-12.759336072245091,-43.94693060512876,16 days 14:24:15,234.2,117.1,124.34,2,16 days,16
3249,Santa maria do para,PA,-1.3486174758415077,-47.572776415964924,25 days 08:34:49.500000,164.89,82.44,120.06,2,25 days,25
429,Bataypora,MS,-22.296779477943833,-53.26952143643572,11 days 19:04:59.500000,292.02,146.01,162.77,2,11 days,11
656,Caldeirao grande,BA,-11.107533220644429,-40.0704726890732,16 days 08:52:52.500000,268.87,134.44,139.98,2,16 days,16
834,Carmo do rio verde,GO,-15.356895077264507,-49.70235518936493,13 days 14:51:13,206.32,103.16,105.37,2,13 days,13
1275,Estrela do indaia,MG,-19.532003193597255,-45.78781267387939,9 days 23:15:40,147.5,73.75,109.5,2,9 days,9
3244,Santa maria da serra,SP,-22.569639672881543,-48.15539870681134,6 days 02:43:04.500000,169.42,84.71,143.92,2,6 days,6
3243,Santa maria da boa vista,PE,-8.792604800627378,-39.826702832294416,15 days 17:32:36,488.57,244.29,423.47,2,15 days,15
3619,Serra de sao bento,RN,-6.417963758748006,-35.708585301965435,14 days 05:18:01.500000,328.15,164.08,253.87,2,14 days,14
3275,Santa teresinha,BA,-12.745712645503335,-39.52031551503086,13 days 10:51:07,338.1,169.05,171.75,2,13 days,13
2760,Piacabucu,AL,-10.40198438356759,-36.419966170263685,19 days 10:10:43.500000,320.4,160.2,167.45,2,19 days,19
3277,Santa terezinha,PE,-17.074179294616847,-43.742576948554316,31 days 08:16:52,361.53,180.76,295.52,2,31 days,31
688,Campina do monte alegre,SP,-23.57677904095924,-48.446210632219476,7 days 23:52:37.500000,291.99,146.0,159.82,2,7 days,7
3704,Taciba,SP,-22.389796019403477,-51.28957838619756,15 days 03:30:38,419.6,209.8,290.72,2,15 days,15
3701,Tabuleiro,MG,-21.360075006082585,-43.24784350673851,15 days 23:35:52,382.78,191.39,253.79,2,15 days,15
1404,Getulina,SP,-21.799746647397733,-49.93136486168771,14 days 01:22:48.500000,131.02,65.51,86.02,2,14 days,14
2697,Paulo jacinto,AL,-9.36857180165382,-36.37146069359348,14 days 07:59:27.500000,475.58,237.79,400.92,2,14 days,14
2698,Paulo lopes,SC,-27.978665492288254,-48.68271760811336,17 days 10:18:34,271.66,135.83,148.15,2,17 days,17
756,Caninde de sao francisco,SE,-9.673731489227313,-37.8002195110143,20 days 21:11:11,359.83,179.92,242.84,2,20 days,20
757,Canitar,SP,-23.00534114145481,-49.78339218605728,5 days 15:54:45.500000,317.92,158.96,172.04,2,5 days,5
3365,Sao bras do suacui,MG,-20.625968688745598,-43.94993528853278,10 days 07:17:39,129.71,64.86,69.61,2,10 days,10
1398,Gaviao peixoto,SP,-21.838425033908386,-48.49271330498367,13 days 08:03:08.500000,142.04,71.02,92.9,2,13 days,13
687,Campina das missoes,RS,-27.986799762328445,-54.84099998542986,18 days 03:54:44,211.0,105.5,170.0,2,18 days,18
2689,Pauliceia,SP,-21.311172478188915,-51.834902374357675,16 days 13:02:24.500000,496.12,248.06,351.18,2,16 days,16
1396,Gaucha do norte,MT,-13.18276206702451,-53.26554597388054,15 days 00:08:17.500000,214.94,107.47,161.3,2,15 days,15
768,Capao da porteira,RS,-30.092809899462708,-50.694388328298245,19 days 06:00:56.500000,215.13,107.56,114.44,2,19 days,19
2705,Pedra bela,SP,-22.795078505153498,-46.4459800210432,3 days 19:54:07,279.31,139.66,199.6,2,3 days,3
346,Baianopolis,BA,-12.305739641294254,-44.5388124087167,30 days 18:21:28.500000,493.28,246.64,418.68,2,30 days,30
686,Campina da lagoa,PR,-24.59241160657905,-52.80415320094136,50 days 12:35:03,593.82,296.91,374.64,2,50 days,50
3694,Tabapora,MT,-11.299600093479508,-56.79221455382542,12 days 21:25:18,286.07,143.04,148.02,2,12 days,12
351,Baldim,MG,-19.36780513170426,-43.961128987125576,10 days 05:29:46.500000,699.04,349.52,619.07,2,10 days,10
2715,Pedras de fogo,PB,-7.40198929384412,-35.11521553577262,23 days 04:11:48.500000,204.63,102.32,111.43,2,23 days,23
773,Capela de santana,RS,-29.681261639690145,-51.3212336075838,12 days 05:08:27.500000,417.53,208.76,271.17,2,12 days,12
1411,Gloria do goita,PE,-8.000526578283457,-35.29501287596602,12 days 06:59:19.500000,587.92,293.96,472.02,2,12 days,12
338,Avelino lopes,PI,-10.141657474791316,-43.94873133203079,18 days 16:52:01,142.72,71.36,86.58,2,18 days,18
392,Barra de sao miguel,AL,-9.83863907011189,-35.89620514866875,23 days 19:31:06.500000,226.64,113.32,168.45,2,23 days,23
2672,Pastos bons,MA,-6.599689696480659,-44.08440457193341,18 days 12:40:39,210.22,105.11,112.35,2,18 days,18
718,Campo novo,RS,-27.677040247147954,-53.80714061237942,17 days 03:57:09,593.01,296.5,395.32,2,17 days,17
1435,Governador lindenberg,ES,-19.252721480274865,-40.46099131352969,10 days 12:45:45,136.28,68.14,108.21,2,10 days,10
324,Ataleia,MG,-18.05755085116548,-41.13523097260995,19 days 19:31:26,200.69,100.34,146.69,2,19 days,19
2664,Passa tres,RJ,-22.69580382907742,-44.00290735476933,21 days 10:57:22.500000,97.37,48.68,64.37,2,21 days,21
3714,Tamarana,PR,-23.724770743785037,-51.096055257485524,14 days 16:11:36.500000,160.84,80.42,86.64,2,14 days,14
3335,Santo antonio do pinhal,SP,-22.810029546164678,-45.688732842326665,7 days 22:51:45.500000,1252.69,626.34,1158.99,2,7 days,7
3334,Santo antonio do palma,RS,-28.49940487460945,-52.54794043759654,12 days 05:10:08.500000,104.09,52.04,65.0,2,12 days,12
2671,Passos maia,SC,-26.780719237820662,-52.058828204381285,16 days 12:23:11,248.1,124.05,131.16,2,16 days,16
3327,Santo antonio do grama,MG,-20.316764401850133,-42.60872506408533,8 days 09:17:00,275.36,137.68,227.23,2,8 days,8
329,Augusto pestana,RS,-28.51518329915839,-53.994146190298764,12 days 17:41:49,143.95,71.97,84.85,2,12 days,12
2686,Paudalho,PE,-7.8943420623158795,-35.178641709843,22 days 18:25:31.500000,950.14,475.07,631.59,2,22 days,22
2674,Pato bragado,PR,-24.625809140863744,-54.22673085775215,19 days 12:01:41.500000,124.83,62.42,87.83,2,19 days,19
1423,Goianorte,TO,-8.77403362277547,-48.93506587266363,16 days 05:44:32,229.5,114.75,174.4,2,16 days,16
698,Campo alegre de goias,GO,-17.63440177971588,-47.77658894586532,28 days 08:18:22.500000,240.27,120.14,185.05,2,28 days,28
754,Canhotinho,PE,-8.878666516371505,-36.197745294632774,23 days 05:50:48.500000,430.49,215.24,319.94,2,23 days,23
330,Aurea,RS,-27.695424021485227,-52.05365156194243,11 days 01:35:19.500000,451.5,225.75,231.27,2,11 days,11
2679,Patrocinio do muriae,MG,-21.151981730077477,-42.210901163695674,21 days 18:45:32.500000,134.38,67.19,75.25,2,21 days,21
2680,Patrocinio paulista,SP,-20.644424619529307,-47.28110045998544,17 days 18:26:08.500000,1147.46,573.73,1057.29,2,17 days,17
1414,Goiabeira,MG,-18.982839765221968,-41.22390299072754,16 days 04:37:19,302.27,151.14,206.87,2,16 days,16
1412,Glorinha,RS,-29.881225047560317,-50.7835262916663,6 days 15:24:38.500000,283.3,141.65,150.09,2,6 days,6
2716,Pedregulho,SP,-20.248446312480418,-47.476741704155444,15 days 12:41:54,1122.18,561.09,633.5,2,15 days,15
3301,Santana dos montes,MG,-20.787873841819202,-43.685650919786305,20 days 07:33:04,296.46,148.23,179.0,2,20 days,20
3299,Santana do serido,RN,-6.772283080600958,-36.73588506155609,9 days 22:44:58,943.37,471.68,504.04,2,9 days,9
795,Caputira,MG,-20.172671360072147,-42.271083557003195,11 days 18:17:36,590.66,295.33,320.44,2,11 days,11
3669,Sitio novo do tocantins,TO,-5.607352810437594,-47.64917313667066,23 days 05:48:23,476.27,238.14,263.52,2,23 days,23
2751,Perola,PR,-23.803095878753485,-53.68155087435691,16 days 10:58:05.500000,313.31,156.66,197.04,2,16 days,16
2752,Perola d'oeste,PR,-25.827583060430136,-53.740672010897434,17 days 23:33:54.500000,672.75,336.38,537.16,2,17 days,17
2753,Perpetuo socorro,MG,-19.312148417523655,-42.37318971562277,10 days 16:40:12,182.3,91.15,134.08,2,10 days,10
3668,Sitio novo,MA,-5.99252173567916,-41.308123907541805,8 days 15:53:14,229.28,114.64,170.14,2,8 days,8
3667,Sitio do quinto,BA,-10.359784781277792,-38.17889441856951,21 days 05:45:33,131.65,65.82,92.87,2,21 days,21
681,Campanario,MG,-18.24000322829645,-41.72805532246127,10 days 11:42:58.500000,313.29,156.64,249.29,2,10 days,10
680,Camocim de sao felix,PE,-8.35995575158674,-35.76212882375621,10 days 14:34:39.500000,420.26,210.13,383.32,2,10 days,10
1229,Emilianopolis,SP,-21.830441063754055,-51.48314002332803,14 days 07:45:13,198.49,99.24,134.83,2,14 days,14
384,Barra,BA,-11.091426618171694,-43.14545144223989,25 days 12:01:49,194.84,97.42,131.35,2,25 days,25
685,Campestre do maranhao,MA,-6.207448028884075,-47.304531237876944,27 days 19:30:17,340.95,170.48,208.05,2,27 days,27
3663,Sinimbu,RS,-29.530501568712488,-52.52211472129332,12 days 08:04:51,112.11,56.06,84.13,2,12 days,12
2764,Piata,BA,-13.11064956773182,-41.68870144744786,28 days 01:50:18.500000,131.35,65.68,69.56,2,28 days,28
2765,Piau,MG,-21.5071675989488,-43.321559205639325,7 days 21:53:04,161.44,80.72,117.94,2,7 days,7
387,Barra de guabiraba,PE,-8.420432402918046,-35.661620866823256,15 days 12:02:14.500000,565.8,282.9,394.24,2,15 days,15
3660,Simolandia,GO,-14.467797331163872,-46.482637767423135,9 days 08:19:53.500000,169.73,84.86,112.94,2,9 days,9
673,Cambira,PR,-23.60488886544814,-51.57907045278063,15 days 07:02:19,519.35,259.68,449.74,2,15 days,15
2770,Picui,PB,-6.506546016675193,-36.34468987915423,19 days 03:29:48.500000,221.71,110.85,157.57,2,19 days,19
1341,Formigueiro,RS,-29.9992301981563,-53.50054936444503,9 days 12:54:30.500000,311.27,155.64,247.9,2,9 days,9
389,Barra de santo antonio,AL,-9.408516706471508,-35.50889634074188,19 days 21:34:32.500000,629.12,314.56,315.76,2,19 days,19
3283,Santana da boa vista,RS,-30.87311446455589,-53.114483667770756,15 days 16:26:59,115.8,57.9,67.5,2,15 days,15
2749,Peritiba,SC,-27.37274382176564,-51.90567427153452,13 days 04:54:07,144.71,72.35,96.02,2,13 days,13
2748,Periquito,MG,-19.32785270372425,-42.288582889143946,8 days 17:12:10.500000,1588.1,794.05,1479.51,2,8 days,8
375,Barao de cotegipe,RS,-27.61701405791804,-52.38039524446383,10 days 20:47:21.500000,154.71,77.36,100.33,2,10 days,10
778,Capetinga,MG,-20.621099796616186,-47.05516573685892,10 days 21:26:45.500000,239.37,119.68,164.12,2,10 days,10
3685,Sucupira do norte,MA,-6.4778232161363025,-44.191216518945964,14 days 20:43:28,404.2,202.1,248.84,2,14 days,14
779,Capim branco,MG,-19.55004677480242,-44.13373619864855,15 days 12:47:58.500000,187.17,93.58,117.54,2,15 days,15
1376,Fruta de leite,MG,-16.116153206536715,-42.53032980281246,17 days 01:53:04.500000,212.16,106.08,148.06,2,17 days,17
783,Capinzal do norte,MA,-4.717117343720794,-44.32668695525109,109 days 01:48:02.500000,460.6,230.3,307.24,2,109 days,109
3375,Sao domingos do maranhao,MA,-5.5822651212599395,-44.38091613660304,16 days 04:28:08.500000,219.51,109.76,157.46,2,16 days,16
684,Campestre da serra,RS,-28.78856158381966,-51.09526360192388,15 days 23:26:06,1390.06,695.03,1347.96,2,15 days,15
367,Bandeira do sul,MG,-21.730125416985874,-46.3864678018016,10 days 19:55:40.500000,466.29,233.14,302.9,2,10 days,10
370,Bandeirantes do tocantins,TO,-7.759597790519602,-48.57808559792473,16 days 13:36:56,432.2,216.1,359.8,2,16 days,16
1372,Frei martinho,PB,-6.402787305631923,-36.451641065455775,20 days 20:03:03,393.21,196.6,200.53,2,20 days,20
3679,Sonora,MS,-17.583081258667853,-54.754409378924095,12 days 06:39:52.500000,91.38,45.69,46.29,2,12 days,12
2733,Penaforte,CE,-7.8295250168819885,-39.075499485055396,22 days 06:07:09.500000,559.03,279.52,377.63,2,22 days,22
1367,Frecheirinha,CE,-3.7589905989603696,-40.816151637596896,24 days 16:13:42,213.71,106.86,187.43,2,24 days,24
2735,Pendencias,RN,-5.259305875315556,-36.718540718094914,18 days 16:06:29.500000,410.02,205.01,253.87,2,18 days,18
3677,Solonopole,CE,-5.736313443655067,-39.017749209463766,22 days 01:39:45,785.74,392.87,701.22,2,22 days,22
2738,Pentecoste,CE,-3.7957425830621236,-39.27256514944034,13 days 22:58:30,299.21,149.6,176.23,2,13 days,13
1362,Francisco dumont,MG,-17.313346146163163,-44.23241696253605,9 days 12:39:22.500000,141.87,70.94,107.78,2,9 days,9
3378,Sao felipe,BA,-12.846031252009011,-39.089897171567735,25 days 20:51:41,827.01,413.5,484.94,2,25 days,25
3288,Santana do araguaia,PA,-9.33526281720112,-50.34945753339123,18 days 05:19:18,481.59,240.8,342.65,2,18 days,18
3601,Senador modestino goncalves,MG,-17.948626059192208,-43.22280023802128,14 days 10:46:25.500000,153.17,76.59,77.0,2,14 days,14
1207,Doverlandia,GO,-16.727849161235895,-52.32081038589062,14 days 06:30:05.500000,311.87,155.94,183.85,2,14 days,14
1223,Elisio medrado,BA,-12.945754382865934,-39.52141988424625,8 days 09:15:58,118.75,59.38,73.83,2,8 days,8
3598,Senador guiomard,AC,-10.153304051241047,-67.73425773430944,13 days 19:19:23.500000,547.09,273.54,446.18,2,13 days,13
3170,Salmourao,SP,-21.62426880750176,-50.858928969583,7 days 18:29:04.500000,90.27,45.14,61.58,2,7 days,7
917,Chacara,MG,-21.677323573632474,-43.22019644542632,15 days 16:10:34,226.28,113.14,114.9,2,15 days,15
526,Boqueirao do leao,RS,-29.302432809389433,-52.42974132558072,23 days 22:34:49.500000,300.14,150.07,206.84,2,23 days,23
1088,Crissiumal,RS,-27.497914952684063,-54.09978360464795,11 days 02:56:28,1671.3,835.65,1437.15,2,11 days,11
918,Chale,MG,-20.044837844618513,-41.69154550334606,14 days 12:53:24.500000,156.22,78.11,84.69,2,14 days,14
1086,Crisolita,MG,-17.260138977246726,-41.00688275905593,14 days 12:05:44.500000,134.24,67.12,85.14,2,14 days,14
920,Chapada do norte,MG,-17.095485036819124,-42.53427732623978,33 days 01:05:10.500000,411.87,205.94,289.04,2,33 days,33
3515,Sao miguel do gostoso,RN,-5.133104230167722,-35.661678499379015,33 days 10:06:26.500000,473.04,236.52,288.29,2,33 days,33
1079,Coxilha,RS,-28.126926574906292,-52.29683663059865,23 days 00:07:17,191.5,95.75,157.27,2,23 days,23
1078,Couto de magalhaes,TO,-8.365862033997303,-49.16831059122928,15 days 07:14:37,242.63,121.32,198.46,2,15 days,15
1077,Cotriguacu,MT,-9.895299564591497,-58.566910518143544,21 days 02:04:03,220.48,110.24,122.36,2,21 days,21
1072,Costa marques,RO,-12.350703254975741,-64.20543446596382,23 days 11:05:07,1658.28,829.14,1500.19,2,23 days,23
933,Chaveslandia,MG,-19.04329047203457,-50.48805214021181,29 days 08:51:15.500000,277.51,138.76,171.13,2,29 days,29
3039,Reserva do cabacal,MT,-15.120726622753033,-58.38548480831002,18 days 15:46:37.500000,440.88,220.44,377.06,2,18 days,18
3447,Sao jorge do patrocinio,PR,-23.763888461827847,-53.87916854204343,9 days 08:24:40.500000,123.72,61.86,90.49,2,9 days,9
531,Borrazopolis,PR,-23.940317748786466,-51.58518050497007,10 days 04:30:56.500000,312.23,156.12,235.61,2,10 days,10
1066,Corumbatai,SP,-22.228275512140172,-47.62297285810801,7 days 23:02:01.500000,74.13,37.06,38.29,2,7 days,7
3045,Riachao das neves,BA,-11.749759183121165,-44.90972215555026,15 days 21:30:52.500000,247.77,123.88,197.72,2,15 days,15
1064,Corumba de goias,GO,-15.925016419272495,-48.80934800591796,10 days 02:55:16,163.28,81.64,121.18,2,10 days,10
3047,Riachinho,MG,-16.23017177235179,-45.99141725875838,12 days 20:22:15,124.05,62.03,88.29,2,12 days,12
3049,Riacho das almas,PE,-8.119032745627358,-35.8554051863047,13 days 23:05:56.500000,268.77,134.38,211.83,2,13 days,13
3021,Rechan,SP,-23.599153923116557,-48.31747225605046,26 days 08:14:21.500000,322.37,161.18,163.69,2,26 days,26
611,Cachoeira da prata,MG,-19.52424896323175,-44.4518578727129,9 days 16:23:35,214.43,107.22,109.89,2,9 days,9
1095,Cristiano otoni,MG,-20.827198141281883,-43.80888135798147,13 days 23:32:35.500000,279.38,139.69,160.81,2,13 days,13
3008,Quixere,CE,-5.071963778883321,-37.985429156584956,28 days 01:22:56.500000,837.16,418.58,465.0,2,28 days,28
615,Cachoeira do campo,MG,-20.339073957512912,-43.681674337912284,8 days 05:51:13,909.84,454.92,865.33,2,8 days,8
520,Bonfinopolis,GO,-16.61353756300374,-48.96374046581481,19 days 05:17:07.500000,512.6,256.3,332.7,2,19 days,19
3429,Sao joao do oriente,MG,-19.344356841516987,-42.15909009576291,8 days 12:10:03,318.11,159.06,207.09,2,8 days,8
1115,Cubati,PB,-6.863480404602719,-36.354930085119705,31 days 22:26:46.500000,187.59,93.8,102.69,2,31 days,31
3526,Sao paulo do potengi,RN,-5.896610226629294,-35.762880639741496,21 days 18:47:40,319.78,159.89,188.5,2,21 days,21
3003,Quitandinha,PR,-25.87255545133925,-49.49980722243734,5 days 05:35:47.500000,405.09,202.54,314.21,2,5 days,5
1109,Cruzeiro da fortaleza,MG,-18.95333412728917,-46.67378428948234,9 days 14:21:32.500000,144.3,72.15,91.07,2,9 days,9
3006,Quixelo,CE,-6.241155539473785,-39.19200029464084,12 days 13:16:56.500000,200.25,100.12,138.17,2,12 days,12
3434,Sao joao do sul,SC,-29.209631517032882,-49.801020472273294,16 days 05:16:09,902.37,451.18,832.76,2,16 days,16
3525,Sao paulo das missoes,RS,-28.021510981557213,-54.9380392774257,15 days 03:11:28.500000,459.26,229.63,355.9,2,15 days,15
3175,Salto da divisa,MG,-16.005448054214195,-39.95457984625883,11 days 22:25:24.500000,151.66,75.83,78.51,2,11 days,11
521,Bonfinopolis de minas,MG,-16.562527667206663,-45.9986358674731,14 days 14:18:03,1433.75,716.88,1391.35,2,14 days,14
3521,Sao miguel dos campos,AL,-9.782428577622511,-36.09498813264467,40 days 16:32:42,1054.11,527.05,931.8,2,40 days,40
3435,Sao joao do triunfo,PR,-25.685121229247173,-50.29866134590096,15 days 03:36:19,201.82,100.91,128.55,2,15 days,15
3177,Salto do ceu,MT,-15.128912233483794,-58.130838904031144,15 days 20:37:00,175.61,87.8,141.33,2,15 days,15
3014,Rancho queimado,SC,-27.672653628949206,-49.02203223601675,16 days 11:53:07,343.99,172.0,192.39,2,16 days,16
3520,Sao miguel do tapuio,PI,-5.503124691594767,-41.32302819869242,5 days 09:37:39.500000,524.54,262.27,315.08,2,5 days,5
909,Cerro grande do sul,RS,-30.5950876526286,-51.75234557238621,8 days 18:01:04,222.36,111.18,149.09,2,8 days,8
1098,Cristopolis,BA,-12.23446807165592,-44.4100200325766,13 days 21:06:32,113.95,56.97,69.13,2,13 days,13
522,Boninal,BA,-12.709313125048306,-41.830256238939036,11 days 21:40:20.500000,909.8,454.9,824.76,2,11 days,11
588,Buritizal,SP,-20.19351660532341,-47.70999403830061,11 days 15:35:36,102.88,51.44,55.96,2,11 days,11
1062,Cortes,PE,-8.473513304864595,-35.543168848857185,19 days 20:26:35,305.32,152.66,159.3,2,19 days,19
1061,Correntina,BA,-13.350611559127506,-44.64903451731074,17 days 08:45:30.500000,188.11,94.06,96.53,2,17 days,17
3132,Rodolfo fernandes,RN,-5.7891534098677715,-38.06065263299912,28 days 20:32:34.500000,168.19,84.1,84.14,2,28 days,28
3086,Rio das antas,SC,-26.89331087193089,-51.05648215052937,20 days 01:35:19.500000,213.78,106.89,157.78,2,20 days,20
1027,Coqueiro baixo,RS,-29.18047999999994,-52.089344249999954,15 days 16:30:59,121.76,60.88,86.67,2,15 days,15
3136,Romaria,MG,-18.884956484882785,-47.585863571648034,13 days 05:11:23,310.46,155.23,208.85,2,13 days,13
3485,Sao jose dos quatro marcos,MT,-15.626527311282217,-58.18328491723091,14 days 00:34:59.500000,312.23,156.12,268.45,2,14 days,14
3092,Rio do antonio,BA,-14.404103359723551,-42.07762183922079,12 days 03:58:31.500000,301.75,150.88,172.53,2,12 days,12
1016,Congonhinhas,PR,-23.553522043896585,-50.54992367333536,15 days 07:58:27,338.86,169.43,175.26,2,15 days,15
3101,Rio formoso,PE,-8.66225420822748,-35.15271246410155,18 days 11:57:18.500000,268.93,134.46,186.4,2,18 days,18
3475,Sao jose do rio claro,MT,-13.513293550631632,-56.7233867932055,15 days 15:03:04.500000,351.05,175.52,237.98,2,15 days,15
1009,Conde,BA,-11.815526915377394,-37.61785465375689,37 days 17:39:29.500000,881.52,440.76,819.31,2,37 days,37
3466,Sao jose do divino,MG,-11.145745319399758,-41.60945093479447,15 days 13:21:43,826.17,413.08,643.33,2,15 days,15
3140,Rondon,PR,-23.41747190845969,-52.77267615047669,7 days 16:30:33.500000,318.86,159.43,208.42,2,7 days,7
3129,Rodeio bonito,RS,-27.47330447119546,-53.17050386349097,19 days 23:22:46,264.44,132.22,156.44,2,19 days,19
988,Conceicao da feira,BA,-12.488128486464861,-38.993034165846794,52 days 05:35:59,802.95,401.48,668.19,2,52 days,52
970,Colmeia,TO,-8.741731814113678,-48.75320312015688,17 days 04:29:56.500000,180.69,90.34,91.64,2,17 days,17
985,Conceicao,PB,-7.557047449051584,-38.50657896460069,20 days 12:13:14,175.24,87.62,120.9,2,20 days,20
3469,Sao jose do hortencio,RS,-29.540671670992346,-51.25326614022426,9 days 10:45:14.500000,373.23,186.62,266.86,2,9 days,9
3127,Roca sales,RS,-29.28655913641843,-51.872455322911655,6 days 05:27:18.500000,237.16,118.58,119.31,2,6 days,6
575,Buenos aires,PE,-7.7244413749003495,-35.327301071340315,15 days 00:13:37.500000,311.83,155.92,196.37,2,15 days,15
3468,Sao jose do goiabal,MG,-19.925388311776864,-42.709204861462965,13 days 19:19:14.500000,247.67,123.84,180.91,2,13 days,13
3121,Rio tinto,PB,-6.80338209469453,-35.07673804443287,29 days 23:56:15,490.25,245.12,355.03,2,29 days,29
3138,Roncador,PR,-24.59386743208296,-52.2779908643927,14 days 05:18:35,191.73,95.86,147.64,2,14 days,14
3461,Sao jose do belmonte,PE,-7.865781662087839,-38.75903891430712,24 days 02:25:09.500000,299.84,149.92,227.56,2,24 days,24
