index,customer_city,customer_state,geo_lat,geo_lng,avg_delivery_time,total_payment_value,avg_payment_value,max_payment_value,cnt_payment_value,avg_delivery_time_formatted,delivery_time_days
2138,Mambore,PR,-24.314251507368123,-52.52911313719751,15 days 02:22:41.750000,928.47,116.06,234.15,8,15 days,15
3675,Soledade,RS,-20.66422464122153,-46.45459061353499,19 days 13:42:32.375000,1240.41,155.05,301.63,8,19 days,19
1885,Jandaia do sul,PR,-23.60223508623895,-51.644072483794396,14 days 10:46:59.125000,2156.75,269.59,1246.34,8,14 days,14
4031,Xangri-la,RS,-29.80369320644545,-50.04659871806158,18 days 01:48:24.875000,1192.87,149.11,262.16,8,18 days,18
2858,Poco fundo,MG,-21.780150901757477,-45.967467696634145,14 days 01:39:51.125000,1244.88,155.61,487.64,8,14 days,14
2017,Lagoa grande,MG,-13.419782541337996,-43.39080115656685,13 days 12:23:00,3352.96,419.12,949.62,8,13 days,13
1094,Cristalina,GO,-16.769915526637476,-47.6107232623567,19 days 12:46:05.875000,2275.49,284.44,917.8,8,19 days,19
942,Cidade ocidental,GO,-16.093413985792107,-47.924209518614305,12 days 23:15:36.375000,876.57,109.57,199.03,8,12 days,12
2550,Ouricuri,PE,-7.887590132628159,-40.08427106445938,18 days 19:29:28.875000,2730.73,341.34,948.35,8,18 days,18
1099,Crixas,GO,-14.540576551279157,-49.96901725828049,18 days 12:52:30.625000,1129.44,141.18,350.22,8,18 days,18
498,Bom jardim de minas,MG,-21.94855498599183,-44.186545939437465,14 days 22:47:42.750000,1068.38,133.55,206.92,8,14 days,14
2538,Orleans,SC,-28.357506793762706,-49.288673597165094,10 days 04:41:00,1617.67,202.21,291.12,8,10 days,10
2986,Quedas do iguacu,PR,-25.45540767476729,-52.91314803872301,11 days 09:03:23,1030.44,128.8,193.22,8,11 days,11
1198,Dores de campos,MG,-21.109897644968864,-44.02336767935939,13 days 06:36:38.875000,1464.19,183.02,609.56,8,13 days,13
2193,Marilandia,ES,-19.412026310370646,-40.54293876855565,15 days 17:47:59.375000,1593.22,199.15,739.79,8,15 days,15
1203,Dourado,SP,-22.111603906846536,-48.314428984681655,10 days 19:07:22.375000,1098.35,137.29,241.72,8,10 days,10
2892,Porciuncula,RJ,-20.966705988175868,-42.04149743158904,12 days 08:10:51,1112.13,139.02,312.74,8,12 days,12
1946,Joao neiva,ES,-19.7510070097032,-40.38667300846462,11 days 03:25:15.375000,911.4,113.92,215.04,8,11 days,11
1746,Itamarandiba,MG,-17.860280171639676,-42.86198587095291,9 days 14:21:50.375000,2036.27,254.53,707.19,8,9 days,9
16,Acarau,CE,-2.8902381436643245,-40.110782071834926,34 days 05:35:49.500000,1639.94,204.99,337.44,8,34 days,34
2164,Maracai,SP,-22.615059082577268,-50.66808209417246,8 days 07:07:46.500000,1345.6,168.2,340.13,8,8 days,8
356,Balneario picarras,SC,-26.760771390660455,-48.681909781747734,17 days 01:08:22.500000,1619.82,202.48,627.86,8,17 days,17
1732,Itaiopolis,SC,-26.34568104118662,-49.90830890118037,19 days 09:34:16.250000,1555.42,194.43,755.57,8,19 days,19
2930,Potirendaba,SP,-21.045033707741553,-49.37615780505847,10 days 09:00:13.125000,842.84,105.35,165.57,8,10 days,10
3661,Simonesia,MG,-20.110674250821898,-41.999729713013636,10 days 21:50:28.125000,1549.87,193.73,745.69,8,10 days,10
2916,Porto nacional,TO,-10.705425521877858,-48.406267678182125,12 days 18:40:33.125000,1911.38,238.92,625.59,8,12 days,12
2385,Mutum,MG,-19.826182498347983,-41.43855366446426,11 days 23:25:01.750000,1589.87,198.73,847.32,8,11 days,11
2723,Pedro de toledo,SP,-24.279033957085804,-47.235761825825534,13 days 16:50:50,893.26,111.66,154.06,8,13 days,13
1405,Getulio vargas,RS,-27.88662962008021,-52.22847844606442,16 days 09:24:47.375000,919.94,114.99,267.01,8,16 days,16
2399,Navirai,MS,-23.06107639693415,-54.20037679183215,20 days 05:15:17.875000,2313.24,289.15,1227.98,8,20 days,20
1422,Goianira,GO,-16.51328325061693,-49.420950494453805,20 days 05:11:59.375000,1057.77,132.22,285.7,8,20 days,20
1216,Ecoporanga,ES,-18.36881608995012,-40.82597415326898,12 days 02:13:36.750000,1145.83,143.23,245.35,8,12 days,12
2223,Mateus leme,MG,-19.99123842180006,-44.42872947177971,12 days 13:52:00.375000,654.1,81.76,218.49,8,12 days,12
344,Baependi,MG,-21.961660896718744,-44.88903628055419,12 days 14:05:27.375000,1587.39,198.42,556.09,8,12 days,12
3811,Trajano de moraes,RJ,-22.065707657624642,-42.06975873031077,28 days 15:41:11.125000,913.04,114.13,197.01,8,28 days,28
534,Botelhos,MG,-21.648002330268397,-46.39978613617222,12 days 03:43:11,1456.47,182.06,419.37,8,12 days,12
2742,Perdizes,MG,-19.360654988886733,-47.28562643685491,33 days 07:58:38,1382.5,172.81,535.9,8,33 days,33
3341,Santo augusto,RS,-27.85304797287884,-53.777970149174564,15 days 22:57:16.750000,1319.28,164.91,444.17,8,15 days,15
349,Baixo guandu,ES,-19.512568777088724,-41.012926255435566,12 days 17:41:19.375000,1617.17,202.15,530.04,8,12 days,12
923,Chapadao do ceu,GO,-18.39733282966265,-52.662564788057274,14 days 02:08:35,1343.25,167.91,477.61,8,14 days,14
2515,Nucleo residencial pilar,BA,-10.33361416984474,-40.15152490130054,30 days 12:26:22.375000,2417.94,302.24,1244.74,8,30 days,30
1587,Ico,CE,-6.400125364972757,-38.86025558900954,26 days 16:29:34.125000,2355.35,294.42,662.62,8,26 days,26
2209,Martinopolis,SP,-22.148084858468284,-51.16954949489018,9 days 11:58:24.250000,4084.11,510.51,2638.64,8,9 days,9
157,Ampere,PR,-25.91985831671865,-53.47434392960834,13 days 10:37:22.375000,1788.04,223.5,1246.9,8,13 days,13
2542,Ortigueira,PR,-24.205572115297535,-50.933840621265624,9 days 06:05:08.875000,1139.45,142.43,216.05,8,9 days,9
2149,Mangueirinha,PR,-25.940474358861895,-52.17787723251204,18 days 11:02:45.750000,1733.05,216.63,846.52,8,18 days,18
734,Cananeia,SP,-25.009292746688903,-47.93195710361432,14 days 08:27:46.250000,838.89,104.86,316.4,8,14 days,14
2444,Nova esperanca,PR,-23.18538719138743,-52.20422371871447,11 days 21:11:02.500000,1760.46,220.06,543.83,8,11 days,11
624,Cacu,GO,-18.56664910423138,-51.135007457286655,17 days 16:18:09,1163.53,145.44,264.82,8,17 days,17
2829,Piratininga,SP,-22.414599706790426,-49.139359658774346,10 days 19:36:57.125000,1716.05,214.51,378.39,8,10 days,10
3454,Sao jose da lapa,MG,-19.707822627527648,-43.97312654875095,12 days 19:16:15.500000,1237.52,154.69,380.97,8,12 days,12
2043,Lauro muller,SC,-28.38824435989875,-49.407237961634365,17 days 19:50:36.375000,1597.19,199.65,607.87,8,17 days,17
589,Buritizeiro,MG,-17.364555680535215,-44.984647236468014,11 days 19:26:25.625000,2911.23,363.9,1719.92,8,11 days,11
3076,Rio acima,MG,-20.089910650795822,-43.789123418882596,10 days 21:12:13.125000,709.23,88.65,204.12,8,10 days,10
3441,Sao joaquim de bicas,MG,-20.053365700179633,-44.26097711552808,14 days 17:39:10.500000,1965.51,245.69,1133.96,8,14 days,14
1668,Ipira,BA,-15.967470762084174,-42.749149224910525,13 days 19:47:16.125000,3618.72,452.34,1627.84,8,13 days,13
3839,Tucano,BA,-10.970437251604725,-38.78907162326078,17 days 17:06:10.750000,969.58,121.2,157.55,8,17 days,17
1038,Coribe,BA,-13.825204329206679,-44.453887836460595,18 days 16:59:52.250000,816.78,102.1,150.14,8,18 days,18
2587,Palmares,PE,-8.68031200519373,-35.58892050493797,15 days 04:37:39.875000,1503.57,187.95,640.16,8,15 days,15
1545,Ibia,MG,-19.515039180739823,-46.56160823512746,15 days 05:37:38.500000,1736.17,217.02,661.63,8,15 days,15
1316,Fervedouro,MG,-20.72487631162102,-42.305273280395866,12 days 01:06:17.500000,1128.61,141.08,365.99,8,12 days,12
175,Angatuba,SP,-23.495630988076112,-48.40720315622438,13 days 05:26:08.625000,983.03,122.88,347.32,8,13 days,13
2799,Pinheiros,ES,-18.410899011847384,-40.219401752231356,9 days 06:18:20.125000,1182.51,147.81,388.25,8,9 days,9
627,Caetanopolis,MG,-19.303656393400818,-44.40952697159709,9 days 14:37:48.750000,805.62,100.7,213.47,8,9 days,9
224,Aracariguama,SP,-23.434370516019598,-47.06736198733114,10 days 01:27:45.375000,751.61,93.95,173.62,8,10 days,10
3383,Sao felix do xingu,PA,-6.693010896081553,-51.980997450589435,34 days 06:21:22.625000,1774.08,221.76,658.65,8,34 days,34
679,Camocim,CE,-2.9042495798412467,-40.846325303002686,24 days 20:47:33.250000,2078.27,259.78,528.68,8,24 days,24
2595,Palmeira dos indios,AL,-9.413630811680926,-36.63110681242358,23 days 10:57:42.125000,1463.46,182.93,381.51,8,23 days,23
3407,Sao goncalo do sapucai,MG,-21.812595997261347,-45.54772708041925,12 days 05:32:30.625000,1342.34,167.79,416.56,8,12 days,12
647,Cajobi,SP,-20.877875377557153,-48.81096248940023,6 days 17:25:05.250000,1162.89,145.36,463.75,8,6 days,6
3996,Vila valerio,ES,-18.994923624409637,-40.383087196982125,20 days 15:36:00.125000,1632.29,204.04,433.28,8,20 days,20
675,Cambuci,RJ,-21.574416861817856,-41.911663806863615,21 days 16:25:52,2279.92,284.99,643.19,8,21 days,21
2610,Papanduva,SC,-26.40493104975987,-50.1457709126807,14 days 15:58:39.750000,876.65,109.58,309.4,8,14 days,14
2474,Nova petropolis,RS,-29.375117732594422,-51.10823005629176,17 days 10:31:03.500000,600.06,75.01,109.92,8,17 days,17
1005,Conchas,SP,-23.019107243424635,-48.01092517102232,9 days 14:21:40.875000,1229.22,153.65,499.29,8,9 days,9
3926,Valparaiso,SP,-21.225948248423403,-50.866901593158474,8 days 14:07:54.125000,658.49,82.31,200.82,8,8 days,8
1521,Hidrolandia,CE,-5.978013076962399,-41.506805499125086,15 days 12:11:47.250000,1326.25,165.78,319.44,8,15 days,15
3235,Santa juliana,MG,-19.31600396028638,-47.52829292656992,10 days 20:57:03.625000,1880.37,235.05,821.35,8,10 days,10
664,Camamu,BA,-13.949892230855664,-39.11166935758069,19 days 17:18:52.750000,1782.6,222.82,956.86,8,19 days,19
3058,Ribeira do pombal,BA,-10.855588015152298,-38.53647669595227,18 days 18:48:48.250000,782.36,97.8,197.59,8,18 days,18
133,Alvares machado,SP,-22.07699368740586,-51.46756282500047,8 days 15:46:46.625000,4227.42,528.43,2457.44,8,8 days,8
2448,Nova europa,SP,-21.780472771981888,-48.56577873780284,11 days 03:40:57.375000,760.89,95.11,136.6,8,11 days,11
966,Colider,MT,-10.804773825870669,-55.45771049615255,25 days 07:41:53.250000,2943.95,367.99,1388.3,8,25 days,25
1458,Guaicara,SP,-21.62209955605368,-49.7959617756038,9 days 13:58:33.125000,917.56,114.7,224.71,8,9 days,9
290,Arinos,MG,-15.920350682439093,-46.10773503284158,13 days 01:01:55.250000,959.82,119.98,266.14,8,13 days,13
2108,Macaubas,BA,-13.020323700819894,-42.69286729718252,27 days 20:22:56.750000,1221.39,152.67,450.42,8,27 days,27
2033,Lambari,MG,-21.974223701500048,-45.349168217053055,11 days 21:25:36.500000,1692.91,211.61,889.05,8,11 days,11
291,Aripuana,MT,-10.185039835290205,-59.460581802148454,27 days 18:25:59,1348.38,168.55,379.08,8,27 days,27
1654,Ipaba,MG,-19.415825523070794,-42.41082528054917,14 days 17:06:28.500000,1585.26,198.16,443.92,8,14 days,14
188,Anicuns,GO,-16.459840612028362,-49.96081462896285,14 days 01:18:31.875000,809.19,101.15,150.05,8,14 days,14
2793,Pinhalao,PR,-23.78967571984096,-50.058695203268186,8 days 21:04:58.142857142,2032.35,290.34,1181.11,7,8 days,8
2409,Nhandeara,SP,-20.693537430599775,-50.042499092685674,11 days 23:35:25.714285714,698.47,99.78,183.52,7,11 days,11
1199,Dores do indaia,MG,-19.466534517809865,-45.6005195139431,12 days 17:00:46.857142857,928.86,132.69,231.34,7,12 days,12
85,Alfredo chaves,ES,-20.627031870241968,-40.74931056937235,14 days 18:09:16,1052.61,150.37,285.19,7,14 days,14
1264,Espumoso,RS,-28.730670471052086,-52.844475193036104,20 days 13:52:09.714285714,1480.46,211.49,559.44,7,20 days,20
99,Alpinopolis,MG,-20.858669988986815,-46.3868959952482,12 days 13:22:40,969.45,138.49,231.27,7,12 days,12
2062,Limoeiro,PE,-7.877711226236674,-35.44809501145188,22 days 01:05:11.428571428,701.21,100.17,163.7,7,22 days,22
2492,Nova veneza,SC,-21.63594012508093,-49.395038235458095,21 days 08:09:45.428571428,889.9,127.13,241.22,7,21 days,21
874,Catende,PE,-8.66542534670664,-35.726036765833456,19 days 11:59:02.714285714,1941.68,277.38,754.16,7,19 days,19
3783,Timbauba,PE,-7.511929938098343,-35.31684951447656,21 days 16:03:46.571428571,804.45,114.92,243.57,7,21 days,21
2780,Pimenta bueno,RO,-11.687572920711828,-61.17124596903098,21 days 14:27:01.571428571,1622.27,231.75,388.38,7,21 days,21
2392,Nao-me-toque,RS,-28.46111701460003,-52.81932731120382,18 days 02:25:06.428571428,1062.1,151.73,396.06,7,18 days,18
3875,Ubirata,PR,-24.542415289355326,-52.98976116432448,13 days 18:51:42.857142857,751.43,107.35,180.95,7,13 days,13
1249,Ervalia,MG,-20.84059414010997,-42.655599256881075,11 days 02:23:32,1230.45,175.78,268.48,7,11 days,11
321,Astorga,PR,-23.236673429298893,-51.6679338722843,10 days 10:59:52.857142857,556.28,79.47,192.03,7,10 days,10
357,Balneario pinhal,RS,-30.243801490942474,-50.26317884150175,13 days 04:33:00.857142857,1043.94,149.13,459.95,7,13 days,13
2016,Lagoa formosa,MG,-18.77618044480129,-46.404217247384295,10 days 08:50:33.142857142,921.92,131.7,456.91,7,10 days,10
903,Ceres,GO,-15.303639303509014,-49.60722003897494,12 days 17:05:06.285714285,2116.38,302.34,1111.61,7,12 days,12
3683,Sousa,PB,-6.764132247038709,-38.22694696509552,16 days 04:57:49.142857142,1356.43,193.78,398.88,7,16 days,16
14,Acailandia,MA,-4.945933764432744,-47.48449633404995,16 days 12:19:24.714285714,1233.48,176.21,354.45,7,16 days,16
1644,Inhambupe,BA,-11.788063884310118,-38.35536601172614,31 days 22:36:16.857142857,1346.98,192.43,583.3,7,31 days,31
299,Arraial d'ajuda,BA,-16.400187212609048,-39.26274691403601,20 days 03:34:45,739.08,105.58,182.83,7,20 days,20
303,Arroio do sal,RS,-29.5409423986955,-49.88526690603356,14 days 10:11:04.571428571,1442.2,206.03,578.82,7,14 days,14
2917,Porto real,RJ,-22.427801854013033,-44.30627265296702,32 days 08:28:09.142857143,1645.92,235.13,698.5,7,32 days,32
1660,Ipaussu,SP,-23.055151680595838,-49.62719098425695,9 days 04:48:20.571428571,1409.26,201.32,346.74,7,9 days,9
760,Cansancao,BA,-10.669392366727326,-39.49764755503931,13 days 16:48:38.428571428,998.37,142.62,470.09,7,13 days,13
2818,Pirangi,SP,-21.095628417437535,-48.66404771711195,10 days 18:07:45.428571428,1189.13,169.88,249.82,7,10 days,10
335,Avanhandava,SP,-21.4607100639242,-49.94644521887572,9 days 04:13:02.571428571,905.33,129.33,214.02,7,9 days,9
3707,Taguatinga,DF,-14.362670507456343,-47.33583399764617,15 days 02:55:27,1028.89,146.98,240.0,7,15 days,15
2407,Neropolis,GO,-16.405922323480205,-49.221319687063634,13 days 07:08:54.428571428,1464.02,209.15,684.8,7,13 days,13
1718,Itacare,BA,-14.279696054580537,-38.993800020520396,30 days 18:31:13.142857143,970.2,138.6,297.0,7,30 days,30
3764,Teotonio vilela,AL,-9.91132355428027,-36.35627070556906,26 days 14:30:01.857142857,2331.9,333.13,731.37,7,26 days,26
275,Arceburgo,MG,-21.364132750962657,-46.93989548487439,13 days 20:50:48.571428571,1160.83,165.83,473.84,7,13 days,13
1320,Firminopolis,GO,-16.579554212323874,-50.30572061487165,12 days 05:59:51.428571428,832.5,118.93,323.68,7,12 days,12
279,Areal,RJ,-22.243707999292415,-43.09854917159979,8 days 14:03:31.285714285,1364.63,194.95,632.6,7,8 days,8
3258,Santa rita,PB,-6.563923778812544,-36.31333743789596,16 days 20:47:48.285714285,1776.81,253.83,491.68,7,16 days,16
3793,Tocantinopolis,TO,-6.325757558052025,-47.43089957828529,19 days 12:54:51.571428571,947.28,135.33,394.52,7,19 days,19
2083,Luis antonio,SP,-21.55425425078896,-47.701861968009545,9 days 01:57:08,1131.43,161.63,352.94,7,9 days,9
1709,Itabera,SP,-23.865231195169468,-49.140922471000636,12 days 01:13:13.857142857,1522.98,217.57,573.56,7,12 days,12
2133,Malacacheta,MG,-17.847697697027982,-42.0808485867346,14 days 12:39:26.285714285,1702.21,243.17,474.66,7,14 days,14
2772,Piedade de caratinga,MG,-19.7601647723446,-42.075565277025554,15 days 16:16:05.285714285,799.83,114.26,149.08,7,15 days,15
2402,Nazare paulista,SP,-23.17365980834384,-46.39950999120283,9 days 10:08:36,934.33,133.48,259.57,7,9 days,9
1240,Entre rios de minas,MG,-20.67110481067536,-44.06587180143238,12 days 03:49:34.714285714,1709.62,244.23,916.02,7,12 days,12
2482,Nova russas,CE,-4.7085259993750315,-40.55730268868141,20 days 19:35:49.571428571,1842.03,263.15,982.85,7,20 days,20
2821,Pirapetinga,MG,-21.661382378379866,-42.349693185518994,12 days 07:52:26.428571428,640.39,91.48,173.84,7,12 days,12
1646,Inhapim,MG,-19.546635831295777,-42.112670848873115,11 days 04:45:19.428571428,565.35,80.76,176.83,7,11 days,11
2836,Piripiri,PI,-4.276353324093241,-41.778085846855895,16 days 13:59:10.285714285,828.56,118.37,268.88,7,16 days,16
213,Apiuna,SC,-27.03913714021548,-49.387627154204594,11 days 13:08:06.857142857,1484.8,212.11,585.39,7,11 days,11
1270,Estiva gerbi,SP,-22.274617698782976,-46.952843895583676,8 days 09:03:59.428571428,1090.98,155.85,328.52,7,8 days,8
3775,Terra rica,PR,-22.72482408621595,-52.62259347387968,12 days 16:35:12,769.63,109.95,166.8,7,12 days,12
1666,Ipiau,BA,-14.134256363320024,-39.73628797573608,13 days 00:09:22,883.79,126.26,176.32,7,13 days,13
851,Casca,RS,-28.56573083286525,-51.974619453032226,14 days 07:41:56.428571428,1628.94,232.71,403.81,7,14 days,14
3264,Santa rita do araguaia,GO,-17.31931964620719,-53.193994250646135,15 days 05:21:42.285714285,972.03,138.86,250.11,7,15 days,15
3192,Santa albertina,SP,-20.030298091246614,-50.72841136849298,6 days 17:25:47.571428571,830.42,118.63,210.01,7,6 days,6
3252,Santa maria madalena,RJ,-21.959437553586415,-41.99996084085292,14 days 07:55:35.857142857,1247.45,178.21,283.2,7,14 days,14
2120,Madre de deus,BA,-12.741679313725754,-38.613481836600386,18 days 04:20:14,826.74,118.11,216.13,7,18 days,18
1526,Horizontina,RS,-27.627277989445282,-54.31036031755507,14 days 19:37:10,735.55,105.08,280.98,7,14 days,14
209,Aparecida do taboado,MS,-20.080651275371537,-51.10642297448527,17 days 22:02:02,2768.61,395.52,1605.14,7,17 days,17
2367,Mozarlandia,GO,-14.751273938437228,-50.56816461230509,15 days 07:58:53.428571428,1008.04,144.01,348.46,7,15 days,15
3135,Rolim de moura,RO,-11.722454098877984,-61.77703628883976,16 days 23:57:32.285714285,748.15,106.88,209.06,7,16 days,16
2290,Missal,PR,-25.092280977590956,-54.24220554511303,18 days 22:34:29.142857142,2838.99,405.57,1783.7,7,18 days,18
2355,Morro do chapeu,BA,-11.548025813188568,-41.15916631362808,15 days 07:47:39.285714285,737.84,105.41,310.08,7,15 days,15
1839,Ivaipora,PR,-24.246396881737038,-51.67066762921262,11 days 04:44:17.571428571,640.86,91.55,228.61,7,11 days,11
956,Cocal,PI,-3.4703792660724604,-41.55482822863676,15 days 07:21:32.571428571,1151.91,164.56,475.2,7,15 days,15
3495,Sao luis de montes belos,GO,-16.512880224214197,-50.37494301100561,20 days 11:23:20.428571428,1412.96,201.85,521.37,7,20 days,20
2362,Morungaba,SP,-22.875938478414557,-46.793434706878294,10 days 06:18:53.142857142,708.32,101.19,291.58,7,10 days,10
696,Campinorte,GO,-14.312747501518933,-49.15368762101759,15 days 19:00:34.857142857,1400.61,200.09,509.2,7,15 days,15
3356,Sao bento do sapucai,SP,-22.691052549132618,-45.71848783915089,11 days 12:28:07.714285714,788.06,112.58,199.82,7,11 days,11
3151,Rubiataba,GO,-15.163985855096604,-49.80376085496956,12 days 02:22:17.857142857,1210.69,172.96,373.69,7,12 days,12
2236,Matupa,MT,-10.144574145793701,-54.8697929592983,12 days 17:15:20,1087.87,155.41,243.87,7,12 days,12
1096,Cristina,MG,-22.21042987201982,-45.2646508788708,18 days 00:41:31.142857142,1168.74,166.96,567.95,7,18 days,18
3539,Sao raimundo nonato,PI,-9.014476907770096,-42.69139823837441,16 days 08:24:31.714285714,2987.04,426.72,1388.68,7,16 days,16
1103,Cruz,CE,-2.910768029629216,-40.19592023640867,22 days 13:09:15.571428571,1772.56,253.22,541.97,7,22 days,22
494,Bom conselho,PE,-9.176329291731035,-36.68004491131996,15 days 22:48:08.571428571,1848.32,264.05,918.16,7,15 days,15
1579,Ibotirama,BA,-12.173954820936972,-43.21478059581289,11 days 23:20:04.285714285,3233.2,461.89,2732.06,7,11 days,11
486,Bocaina,SP,-19.97099464582156,-47.49843808656692,9 days 06:33:51.857142857,1719.24,245.61,636.46,7,9 days,9
1111,Cruzeiro do oeste,PR,-23.802145643807762,-53.029694743706514,7 days 08:21:50.142857142,982.5,140.36,246.81,7,7 days,7
2668,Passo de torres,SC,-29.315305255958787,-49.720961505227535,18 days 14:33:37.571428571,731.26,104.47,191.13,7,18 days,18
2244,Medeiros neto,BA,-17.375406123452056,-40.22236401991968,16 days 03:22:31,797.29,113.9,262.03,7,16 days,16
961,Codo,MA,-4.461757206996403,-43.8915996078408,22 days 14:11:42.714285714,2943.12,420.45,1391.89,7,22 days,22
3369,Sao cristovao,SE,-10.95947856556054,-37.151645485714575,17 days 07:00:14.571428571,900.43,128.63,203.0,7,17 days,17
4003,Virginopolis,MG,-18.813867941106725,-42.70136228778343,12 days 12:00:12.142857142,737.12,105.3,191.58,7,12 days,12
3471,Sao jose do norte,RS,-31.964754042722465,-52.007117929659,10 days 04:36:05.571428571,710.32,101.47,178.08,7,10 days,10
3989,Vila muriqui,RJ,-22.92131978426367,-43.92075713526868,9 days 02:55:27.714285714,856.45,122.35,244.5,7,9 days,9
994,Conceicao do araguaia,PA,-8.258828967969176,-49.29806443493768,21 days 16:03:22.285714285,1494.6,213.51,406.14,7,21 days,21
3396,Sao gabriel do oeste,MS,-19.384053013667476,-54.57840194258982,10 days 08:46:19.571428571,695.94,99.42,180.6,7,10 days,10
3388,Sao francisco de paula,RS,-26.877164851888615,-48.98104349869732,13 days 17:13:27.571428571,738.1,105.44,244.34,7,13 days,13
1013,Confresa,MT,-10.63429415830214,-51.576750870961995,18 days 00:20:45.571428571,1371.62,195.95,466.96,7,18 days,18
3409,Sao jeronimo,RS,-29.963285193390465,-51.71984109992491,11 days 22:38:35.285714285,729.34,104.19,279.96,7,11 days,11
984,Comodoro,MT,-13.658483691777999,-59.78450051842194,19 days 09:11:20.285714285,2504.28,357.75,785.18,7,19 days,19
982,Comendador levy gasparian,RJ,-22.03394176340095,-43.212766283950224,11 days 01:06:10.571428571,746.56,106.65,227.34,7,11 days,11
682,Campanha,MG,-21.834793738633515,-45.40188042460609,16 days 16:09:49.714285714,786.26,112.32,219.59,7,16 days,16
2352,Morro da fumaca,SC,-28.651461411045457,-49.210957717791,10 days 23:26:27.428571428,1921.45,274.49,922.69,7,10 days,10
1795,Itapui,SP,-22.234558579647267,-48.721835002175304,12 days 14:40:52,1430.89,204.41,437.03,7,12 days,12
3436,Sao joao dos patos,MA,-6.497455089795662,-43.701512508828564,23 days 15:24:12,1615.47,230.78,769.59,7,23 days,23
2569,Paco do lumiar,MA,-2.532493843274056,-44.16157841476528,25 days 08:47:57,1005.93,143.7,331.2,7,25 days,25
1483,Guarani,MG,-21.35615246227957,-43.04869152191265,16 days 13:54:55.857142857,2634.31,376.33,1372.1,7,16 days,16
3376,Sao domingos do norte,ES,-19.138753324097504,-40.615545044821154,24 days 03:33:57.857142857,1028.5,146.93,256.35,7,24 days,24
3128,Rodeio,SC,-26.88932240353919,-49.35056297333393,12 days 14:42:03.428571428,985.95,140.85,285.26,7,12 days,12
3060,Ribeirao bonito,SP,-22.081623849526718,-48.220362384178166,20 days 10:08:24.142857142,846.12,120.87,185.86,7,20 days,20
1823,Itobi,SP,-21.733102461683774,-46.97227007969109,7 days 19:30:49,591.42,84.49,197.38,7,7 days,7
3372,Sao domingos,BA,-18.139594962620055,-44.21663940010685,17 days 16:53:17.714285714,668.69,95.53,170.01,7,17 days,17
1750,Itambe,BA,-13.089193578467947,-39.88665342998748,21 days 13:42:31.142857142,1108.34,158.33,292.28,7,21 days,21
708,Campo ere,SC,-26.39536028245974,-53.080448080969894,13 days 19:10:34.857142857,706.07,100.87,168.88,7,13 days,13
3155,Ruy barbosa,BA,-12.283351491742769,-40.498588898312164,17 days 11:08:00,921.15,131.59,322.95,7,17 days,17
19,Acopiara,CE,-6.094117746073023,-39.44897848740864,21 days 17:08:26.571428571,901.67,128.81,237.99,7,21 days,21
437,Bela vista de goias,GO,-16.97074863211508,-48.950997445700146,13 days 21:22:32.857142857,753.35,107.62,243.71,7,13 days,13
432,Bayeux,PB,-7.12861297967167,-34.91996124464025,18 days 15:12:49.857142857,1139.41,162.77,298.31,7,18 days,18
2205,Marmeleiro,PR,-26.14973579423784,-53.02966720898468,24 days 20:09:37.714285714,862.98,123.28,181.76,7,24 days,24
722,Campos belos,GO,-13.03716354927162,-46.769693978198795,15 days 23:56:00.285714285,927.53,132.5,256.43,7,15 days,15
1594,Igarapava,SP,-20.04272970102337,-47.75051449522856,13 days 20:47:27.857142857,897.02,128.15,193.9,7,13 days,13
1158,Diamantino,MT,-14.377597702807694,-56.45862445365625,13 days 09:32:32.428571428,527.42,75.35,122.84,7,13 days,13
1159,Dianopolis,TO,-11.627033763785315,-46.8215469964229,19 days 17:27:18.857142857,1165.41,166.49,363.8,7,19 days,19
20,Acreuna,GO,-17.398332393161862,-50.373014769571675,15 days 16:24:46.857142857,1306.45,186.64,797.66,7,15 days,15
3650,Silvania,GO,-16.664838379896693,-48.61117277481365,16 days 12:47:54.714285714,1373.15,196.16,356.12,7,16 days,16
2971,Prudentopolis,PR,-25.21513981049956,-50.98763401109219,9 days 23:54:53.714285714,1085.17,155.02,427.23,7,9 days,9
1170,Divinolandia,SP,-21.661406822890473,-46.73662296127121,12 days 01:55:09,1482.9,211.84,917.73,7,12 days,12
395,Barra do corda,MA,-5.504495037749826,-45.24672365808475,16 days 21:45:01.285714285,1354.34,193.48,690.86,7,16 days,16
913,Ceu azul,PR,-25.147087829716437,-53.85009652876607,14 days 18:12:42.285714285,525.29,75.04,144.61,7,14 days,14
2929,Potiragua,BA,-15.62923116778944,-39.795969813563566,14 days 15:41:06.571428571,644.7,92.1,187.47,7,14 days,14
3329,Santo antonio do jacinto,MG,-16.534602275326026,-40.19046460759673,15 days 20:00:16.285714285,573.48,81.93,223.74,7,15 days,15
3657,Simao dias,SE,-10.740552873132728,-37.806857157301685,13 days 03:45:04.428571428,1082.91,154.7,281.12,7,13 days,13
386,Barra da estiva,BA,-13.627303617775587,-41.32764243619517,17 days 12:45:18.285714285,1072.68,153.24,339.64,7,17 days,17
910,Cerro largo,RS,-28.146638263140144,-54.737891661227,15 days 05:54:30.285714285,907.81,129.69,218.64,7,15 days,15
2963,Primeiro de maio,PR,-22.853646931554483,-51.027312904521914,15 days 14:20:53.714285714,1407.61,201.09,358.29,7,15 days,15
